index,params
523,594536
524,379496
525,566536
526,566536
527,650536
528,351496
529,136456
530,323496
531,650536
532,136456
533,136456
534,351496
535,379496
536,351496
537,136456
538,566536
539,594536
540,80456
541,622536
542,865576
543,837576
544,192456
545,323496
546,566536
547,407496
548,379496
549,594536
550,108456
551,622536
552,351496
553,351496
554,351496
555,351496
556,108456
557,351496
558,192456
559,351496
560,323496
561,323496
562,164456
563,809576
564,351496
565,566536
566,136456
567,80456
568,379496
569,80456
570,351496
571,1080616
572,379496
573,323496
574,108456
575,622536
576,192456
577,594536
578,594536
579,164456
580,108456
581,407496
582,1052616
583,136456
584,351496
585,622536
586,622536
587,594536
588,622536
589,351496
590,351496
591,407496
592,594536
593,809576
594,323496
595,164456
596,351496
597,351496
598,622536
599,566536
600,837576
601,108456
602,809576
603,108456
604,594536
605,351496
606,566536
607,435496
608,566536
609,837576
610,566536
611,407496
612,379496
613,351496
614,379496
615,351496
616,594536
617,594536
618,594536
619,136456
620,80456
621,407496
622,379496
623,622536
624,323496
625,379496
626,622536
627,108456
628,323496
629,1052616
630,566536
631,379496
632,80456
633,136456
634,351496
635,80456
636,323496
637,136456
638,379496
639,351496
640,80456
641,594536
642,164456
643,192456
644,566536
645,594536
646,323496
647,837576
648,1080616
649,220456
650,566536
651,108456
652,622536
653,323496
654,594536
655,1052616
656,351496
657,351496
658,379496
659,136456
660,108456
661,136456
662,594536
663,837576
664,323496
665,323496
666,650536
667,379496
668,351496
669,351496
670,351496
671,136456
672,622536
673,351496
674,136456
675,80456
676,379496
677,323496
678,379496
679,351496
680,435496
681,650536
682,1052616
683,108456
684,594536
685,164456
686,594536
687,108456
688,1052616
689,407496
690,809576
691,136456
692,566536
693,80456
694,323496
695,837576
696,323496
697,809576
698,594536
699,622536
700,323496
701,594536
702,650536
703,566536
704,108456
705,323496
706,108456
707,837576
708,837576
709,379496
710,351496
711,108456
712,136456
713,351496
714,351496
715,136456
716,80456
717,379496
718,136456
719,108456
720,837576
721,594536
722,837576
723,80456
724,164456
725,594536
726,407496
727,136456
728,351496
729,379496
730,323496
731,379496
732,865576
733,379496
734,108456
735,164456
736,136456
737,192456
738,379496
739,108456
740,566536
741,323496
742,1052616
743,108456
744,566536
745,80456
746,379496
747,865576
748,566536
749,893576
750,809576
751,379496
752,407496
753,108456
754,323496
755,566536
756,192456
757,136456
758,80456
759,136456
760,379496
761,351496
762,566536
763,108456
764,566536
765,323496
766,407496
767,323496
768,809576
769,566536
770,837576
771,351496
772,80456
773,809576
774,594536
775,379496
776,323496
777,323496
778,809576
779,136456
780,351496
781,351496
782,407496
783,379496
784,594536
785,351496
786,108456
787,379496
788,566536
789,323496
790,594536
791,594536
792,323496
793,379496
794,136456
795,323496
796,809576
797,351496
798,108456
799,108456
800,379496
801,594536
802,136456
803,650536
804,323496
805,594536
806,80456
807,351496
808,622536
809,379496
810,594536
811,594536
812,323496
813,379496
814,566536
815,809576
816,351496
817,594536
818,809576
819,379496
820,809576
821,379496
822,379496
823,136456
824,837576
825,136456
826,351496
827,594536
828,351496
829,407496
830,323496
831,379496
832,80456
833,379496
834,351496
835,192456
836,351496
837,351496
838,407496
839,136456
840,1080616
841,379496
842,323496
843,837576
844,594536
845,80456
846,323496
847,351496
848,108456
849,108456
850,323496
851,136456
852,865576
853,108456
854,351496
855,351496
856,594536
857,865576
858,108456
859,136456
860,136456
861,136456
862,893576
863,351496
864,136456
865,136456
866,594536
867,80456
868,351496
869,837576
870,379496
871,351496
872,351496
873,1080616
874,351496
875,594536
876,323496
877,323496
878,108456
879,323496
880,379496
881,379496
882,108456
883,622536
884,379496
885,108456
886,164456
887,108456
888,566536
889,594536
890,136456
891,323496
892,566536
893,80456
894,108456
895,865576
896,566536
897,136456
898,351496
899,323496
900,136456
901,80456
902,136456
903,407496
904,351496
905,351496
906,379496
907,622536
908,566536
909,351496
910,809576
911,351496
912,622536
913,108456
914,594536
915,678536
916,407496
917,164456
918,136456
919,379496
920,108456
921,379496
922,136456
923,566536
924,379496
925,594536
926,351496
927,323496
928,323496
929,108456
930,351496
931,80456
932,351496
933,80456
934,80456
935,108456
936,351496
937,809576
938,622536
939,80456
940,164456
941,566536
942,650536
943,594536
944,809576
945,1052616
946,351496
947,108456
948,566536
949,164456
950,323496
951,594536
952,136456
953,108456
954,80456
955,379496
956,108456
957,80456
958,379496
959,566536
960,622536
961,622536
962,351496
963,379496
964,323496
965,622536
966,566536
967,351496
968,379496
969,323496
970,594536
971,323496
972,566536
973,351496
974,136456
975,108456
976,566536
977,379496
978,379496
979,566536
980,594536
981,379496
982,650536
983,1295656
984,379496
985,809576
986,164456
987,379496
988,108456
989,351496
990,407496
991,622536
992,809576
993,566536
994,136456
995,136456
996,837576
997,379496
998,566536
999,379496
1000,594536
1001,108456
1002,809576
1003,108456
1004,351496
1005,136456
1006,622536
1007,80456
1008,136456
1009,594536
1010,837576
1011,379496
1012,108456
1013,650536
1014,351496
1015,594536
1016,379496
1017,108456
1018,323496
1019,379496
1020,351496
1021,837576
1022,351496
1023,837576
1024,1052616
1025,407496
1026,136456
1027,837576
1028,80456
1029,351496
1030,351496
1031,594536
1032,136456
1033,164456
1034,622536
1035,351496
1036,594536
1037,566536
1038,323496
1039,108456
1040,435496
1041,351496
1042,837576
1043,164456
1044,351496
1045,566536
1046,594536
1047,379496
1048,379496
1049,407496
1050,379496
1051,351496
1052,108456
1053,837576
1054,351496
1055,622536
1056,323496
1057,80456
1058,1052616
1059,379496
1060,164456
1061,80456
1062,1080616
1063,323496
1064,379496
1065,379496
1066,594536
1067,379496
1068,594536
1069,837576
1070,80456
1071,351496
1072,108456
1073,594536
1074,594536
1075,164456
1076,108456
1077,566536
1078,622536
1079,351496
1080,837576
1081,323496
1082,379496
1083,323496
1084,622536
1085,323496
1086,837576
1087,566536
1088,351496
1089,351496
1090,136456
1091,351496
1092,323496
1093,837576
1094,323496
1095,136456
1096,566536
1097,108456
1098,108456
1099,809576
1100,164456
1101,351496
1102,379496
1103,351496
1104,323496
1105,594536
1106,108456
1107,80456
1108,164456
1109,323496
1110,351496
1111,323496
1112,351496
1113,192456
1114,566536
1115,594536
1116,323496
1117,407496
1118,323496
1119,108456
1120,865576
1121,379496
1122,622536
1123,136456
1124,566536
1125,80456
1126,594536
1127,351496
1128,323496
1129,594536
1130,622536
1131,566536
1132,323496
1133,351496
1134,323496
1135,351496
1136,351496
1137,379496
1138,379496
1139,622536
1140,323496
1141,108456
1142,594536
1143,351496
1144,622536
1145,1052616
1146,108456
1147,108456
1148,594536
1149,837576
1150,379496
1151,164456
1152,136456
1153,351496
1154,837576
1155,323496
1156,837576
1157,594536
1158,323496
1159,566536
1160,1323656
1161,809576
1162,837576
1163,379496
1164,80456
1165,622536
1166,80456
1167,865576
1168,351496
1169,594536
1170,379496
1171,136456
1172,566536
1173,622536
1174,351496
1175,351496
1176,594536
1177,809576
1178,379496
1179,108456
1180,594536
1181,323496
1182,323496
1183,108456
1184,80456
1185,622536
1186,594536
1187,351496
1188,108456
1189,837576
1190,566536
1191,566536
1192,379496
1193,566536
1194,80456
1195,865576
1196,594536
1197,809576
1198,323496
1199,136456
1200,351496
1201,108456
1202,108456
1203,566536
1204,136456
1205,351496
1206,108456
1207,351496
1208,594536
1209,164456
1210,351496
1211,108456
1212,108456
1213,323496
1214,323496
1215,136456
1216,379496
1217,435496
1218,566536
1219,594536
1220,323496
1221,80456
1222,566536
1223,594536
1224,351496
1225,136456
1226,407496
1227,323496
1228,351496
1229,351496
1230,323496
1231,108456
1232,351496
1233,351496
1234,108456
1235,323496
1236,351496
1237,622536
1238,351496
1239,379496
1240,351496
1241,351496
1242,323496
1243,136456
1244,594536
1245,407496
1246,351496
1247,379496
1248,379496
1249,351496
1250,594536
1251,407496
1252,865576
1253,379496
1254,379496
1255,594536
1256,650536
1257,108456
1258,351496
1259,351496
1260,136456
1261,622536
1262,323496
1263,108456
1264,622536
1265,622536
1266,323496
1267,650536
1268,351496
1269,379496
1270,164456
1271,351496
1272,80456
1273,351496
1274,379496
1275,1080616
1276,108456
1277,1052616
1278,351496
1279,136456
1280,323496
1281,622536
1282,379496
1283,136456
1284,136456
1285,622536
1286,566536
1287,594536
1288,566536
1289,650536
1290,379496
1291,80456
1292,192456
1293,379496
1294,566536
1295,407496
1296,80456
1297,594536
1298,351496
1299,566536
1300,809576
1301,837576
1302,323496
1303,463496
1304,379496
1305,164456
1306,192456
1307,566536
1308,108456
1309,108456
1310,108456
1311,108456
1312,80456
1313,622536
1314,379496
1315,136456
1316,809576
1317,837576
1318,323496
1319,108456
1320,594536
1321,136456
1322,379496
1323,136456
1324,323496
1325,80456
1326,351496
1327,809576
1328,379496
1329,80456
1330,809576
1331,136456
1332,650536
1333,164456
1334,136456
1335,865576
1336,164456
1337,351496
1338,351496
1339,594536
1340,136456
1341,594536
1342,108456
1343,192456
1344,136456
1345,379496
1346,1080616
1347,594536
1348,323496
1349,351496
1350,164456
1351,351496
1352,379496
1353,435496
1354,351496
1355,351496
1356,594536
1357,164456
1358,80456
1359,164456
1360,622536
1361,1080616
1362,622536
1363,407496
1364,809576
1365,136456
1366,566536
1367,594536
1368,192456
1369,351496
1370,192456
1371,379496
1372,379496
1373,566536
1374,594536
1375,351496
1376,351496
1377,136456
1378,351496
1379,192456
1380,108456
1381,80456
1382,407496
1383,379496
1384,108456
1385,108456
1386,622536
1387,379496
1388,594536
1389,594536
1390,323496
1391,351496
1392,351496
1393,323496
1394,351496
1395,164456
1396,837576
1397,108456
1398,407496
1399,379496
1400,407496
1401,351496
1402,407496
1403,108456
1404,136456
1405,379496
1406,837576
1407,136456
1408,80456
1409,136456
1410,323496
1411,323496
1412,108456
1413,622536
1414,1080616
1415,594536
1416,136456
1417,594536
1418,80456
1419,566536
1420,379496
1421,108456
1422,351496
1423,323496
1424,351496
1425,622536
1426,136456
1427,407496
1428,594536
1429,351496
1430,379496
1431,351496
1432,351496
1433,407496
1434,379496
1435,108456
1436,407496
1437,594536
1438,809576
1439,379496
1440,622536
1441,323496
1442,323496
1443,351496
1444,192456
1445,566536
1446,837576
1447,136456
1448,80456
1449,351496
1450,407496
1451,407496
1452,108456
1453,351496
1454,323496
1455,407496
1456,566536
1457,622536
1458,809576
1459,865576
1460,594536
1461,594536
1462,1538696
1463,379496
1464,351496
1465,323496
1466,566536
1467,837576
1468,164456
1469,809576
1470,164456
1471,379496
1472,837576
1473,323496
1474,136456
1475,323496
1476,108456
1477,80456
1478,351496
1479,594536
1480,108456
1481,566536
1482,323496
1483,136456
1484,108456
1485,594536
1486,594536
1487,379496
1488,566536
1489,622536
1490,622536
1491,594536
1492,351496
1493,379496
1494,594536
1495,108456
1496,108456
1497,566536
1498,678536
1499,379496
1500,594536
1501,80456
1502,379496
1503,566536
1504,136456
1505,136456
1506,837576
1507,379496
1508,323496
1509,323496
1510,594536
1511,594536
1512,351496
1513,594536
1514,594536
1515,351496
1516,351496
1517,351496
1518,164456
1519,379496
1520,323496
1521,379496
1522,80456
1523,566536
1524,351496
1525,594536
1526,351496
1527,407496
1528,108456
1529,379496
1530,594536
1531,108456
1532,136456
1533,108456
1534,108456
1535,566536
1536,379496
1537,594536
1538,594536
1539,323496
1540,108456
1541,594536
1542,80456
1543,566536
1544,379496
1545,351496
1546,80456
1547,351496
1548,379496
1549,136456
1550,566536
1551,323496
1552,108456
1553,323496
1554,323496
1555,865576
1556,837576
1557,594536
1558,108456
1559,566536
1560,80456
1561,108456
1562,108456
1563,379496
1564,566536
1565,594536
1566,351496
1567,351496
1568,323496
1569,351496
1570,80456
1571,566536
1572,351496
1573,622536
1574,323496
1575,379496
1576,351496
1577,837576
1578,407496
1579,323496
1580,379496
1581,351496
1582,80456
1583,622536
1584,407496
1585,351496
1586,80456
1587,594536
1588,407496
1589,566536
1590,622536
1591,323496
1592,323496
1593,108456
1594,351496
1595,379496
1596,323496
1597,379496
1598,351496
1599,192456
1600,108456
1601,566536
1602,108456
1603,435496
1604,837576
1605,351496
1606,164456
1607,136456
1608,566536
1609,136456
1610,108456
1611,566536
1612,622536
1613,407496
1614,351496
1615,136456
1616,108456
1617,566536
1618,80456
1619,1052616
1620,108456
1621,837576
1622,323496
1623,351496
1624,622536
1625,379496
1626,379496
1627,323496
1628,351496
1629,108456
1630,379496
1631,136456
1632,837576
1633,108456
1634,351496
1635,351496
1636,622536
1637,108456
1638,407496
1639,379496
1640,837576
1641,809576
1642,136456
1643,594536
1644,136456
1645,136456
1646,1052616
1647,435496
1648,594536
1649,379496
1650,379496
1651,80456
1652,323496
1653,809576
1654,1295656
1655,80456
1656,566536
1657,594536
1658,622536
1659,594536
1660,351496
1661,594536
1662,323496
1663,351496
1664,379496
1665,108456
1666,379496
1667,136456
1668,435496
1669,594536
1670,351496
1671,323496
1672,351496
1673,594536
1674,351496
1675,136456
1676,323496
1677,80456
1678,594536
1679,594536
1680,323496
1681,594536
1682,594536
1683,622536
1684,351496
1685,136456
1686,351496
1687,594536
1688,323496
1689,566536
1690,108456
1691,594536
1692,351496
1693,379496
1694,80456
1695,136456
1696,108456
1697,379496
1698,809576
1699,594536
1700,351496
1701,407496
1702,136456
1703,108456
1704,566536
1705,136456
1706,594536
1707,379496
1708,351496
1709,351496
1710,164456
1711,323496
1712,323496
1713,379496
1714,351496
1715,136456
1716,1108616
1717,80456
1718,351496
1719,136456
1720,323496
1721,379496
1722,108456
1723,379496
1724,865576
1725,566536
1726,351496
1727,323496
1728,80456
1729,837576
1730,136456
1731,865576
1732,379496
1733,566536
1734,865576
1735,136456
1736,379496
1737,136456
1738,351496
1739,164456
1740,351496
1741,566536
1742,650536
1743,566536
1744,351496
1745,594536
1746,80456
1747,594536
1748,351496
1749,622536
1750,351496
1751,164456
1752,164456
1753,379496
1754,108456
1755,566536
1756,323496
1757,323496
1758,407496
1759,407496
1760,379496
1761,108456
1762,622536
1763,594536
1764,594536
1765,80456
1766,407496
1767,594536
1768,323496
1769,379496
1770,594536
1771,323496
1772,594536
1773,351496
1774,323496
1775,594536
1776,136456
1777,351496
1778,837576
1779,136456
1780,323496
1781,136456
1782,80456
1783,407496
1784,351496
1785,80456
1786,594536
1787,566536
1788,837576
1789,594536
1790,351496
1791,351496
1792,837576
1793,622536
1794,136456
1795,622536
1796,566536
1797,809576
1798,351496
1799,351496
1800,323496
1801,351496
1802,108456
1803,566536
1804,407496
1805,323496
1806,407496
1807,809576
1808,379496
1809,809576
1810,622536
1811,594536
1812,594536
1813,351496
1814,164456
1815,351496
1816,407496
1817,136456
1818,594536
1819,566536
1820,594536
1821,379496
1822,351496
1823,379496
1824,622536
1825,594536
1826,136456
1827,566536
1828,435496
1829,108456
1830,351496
1831,80456
1832,164456
1833,351496
1834,809576
1835,80456
1836,566536
1837,351496
1838,136456
1839,136456
1840,650536
1841,351496
1842,594536
1843,865576
1844,323496
1845,379496
1846,594536
1847,566536
1848,1052616
1849,323496
1850,594536
1851,136456
1852,351496
1853,351496
1854,351496
1855,108456
1856,809576
1857,136456
1858,622536
1859,566536
1860,108456
1861,566536
1862,351496
1863,80456
1864,351496
1865,865576
1866,323496
1867,136456
1868,351496
1869,1080616
1870,566536
1871,323496
1872,108456
1873,323496
1874,566536
1875,566536
1876,136456
1877,837576
1878,136456
1879,323496
1880,407496
1881,80456
1882,594536
1883,566536
1884,379496
1885,80456
1886,837576
1887,566536
1888,407496
1889,379496
1890,108456
1891,220456
1892,407496
1893,407496
1894,323496
1895,351496
1896,865576
1897,809576
1898,351496
1899,566536
1900,351496
1901,837576
1902,594536
1903,323496
1904,136456
1905,108456
1906,594536
1907,136456
1908,622536
1909,809576
1910,379496
1911,80456
1912,566536
1913,837576
1914,351496
1915,351496
1916,351496
1917,136456
1918,351496
1919,108456
1920,351496
1921,351496
1922,136456
1923,136456
1924,566536
1925,351496
1926,622536
1927,837576
1928,108456
1929,164456
1930,80456
1931,136456
1932,837576
1933,351496
1934,594536
1935,566536
1936,622536
1937,108456
1938,622536
1939,407496
1940,136456
1941,407496
1942,136456
1943,351496
1944,108456
1945,379496
1946,351496
1947,809576
1948,351496
1949,108456
1950,594536
1951,837576
1952,379496
1953,323496
1954,164456
1955,407496
1956,323496
1957,136456
1958,407496
1959,136456
1960,809576
1961,622536
1962,136456
1963,622536
1964,379496
1965,594536
1966,566536
1967,351496
1968,379496
1969,379496
1970,594536
1971,323496
1972,351496
1973,809576
1974,323496
1975,379496
1976,379496
1977,80456
1978,566536
1979,379496
1980,108456
1981,379496
1982,164456
1983,407496
1984,407496
1985,351496
1986,351496
1987,108456
1988,108456
1989,108456
1990,108456
1991,594536
1992,351496
1993,164456
1994,351496
1995,80456
1996,594536
1997,351496
1998,80456
1999,323496
2000,1052616
2001,323496
2002,351496
2003,351496
2004,351496
2005,837576
2006,809576
2007,323496
2008,809576
2009,323496
2010,594536
2011,463496
2012,594536
2013,622536
2014,594536
2015,566536
2016,594536
2017,566536
2018,650536
2019,351496
2020,379496
2021,379496
2022,566536
2023,594536
2024,323496
2025,351496
2026,379496
2027,323496
2028,323496
2029,351496
2030,1052616
2031,379496
2032,566536
2033,351496
2034,407496
2035,108456
2036,108456
2037,809576
2038,379496
2039,351496
2040,136456
2041,323496
2042,566536
2043,351496
2044,379496
2045,379496
2046,379496
2047,323496
2048,594536
2049,622536
2050,351496
2051,566536
2052,566536
2053,837576
2054,566536
2055,351496
2056,351496
2057,351496
2058,351496
2059,594536
2060,594536
2061,108456
2062,351496
2063,108456
2064,323496
2065,351496
2066,837576
2067,108456
2068,351496
2069,622536
2070,136456
2071,594536
2072,351496
2073,594536
2074,650536
2075,622536
2076,136456
2077,622536
2078,351496
2079,323496
2080,323496
2081,351496
2082,594536
2083,809576
2084,566536
2085,379496
2086,351496
2087,379496
2088,379496
2089,407496
2090,351496
2091,594536
2092,136456
2093,136456
2094,164456
2095,192456
2096,351496
2097,80456
2098,192456
2099,407496
2100,407496
2101,351496
2102,594536
2103,809576
2104,323496
2105,809576
2106,594536
2107,837576
2108,323496
2109,164456
2110,108456
2111,136456
2112,136456
2113,323496
2114,566536
2115,108456
2116,379496
2117,379496
2118,351496
2119,566536
2120,351496
2121,622536
2122,594536
2123,594536
2124,136456
2125,80456
2126,865576
2127,379496
2128,136456
2129,809576
2130,566536
2131,136456
2132,351496
2133,594536
2134,80456
2135,351496
2136,351496
2137,136456
2138,108456
2139,164456
2140,379496
2141,136456
2142,837576
2143,108456
2144,164456
2145,323496
2146,566536
2147,164456
2148,379496
2149,622536
2150,136456
2151,351496
2152,323496
2153,323496
2154,594536
2155,323496
2156,566536
2157,108456
2158,351496
2159,622536
2160,379496
2161,323496
2162,594536
2163,622536
2164,136456
2165,351496
2166,594536
2167,1052616
2168,407496
2169,351496
2170,379496
2171,136456
2172,379496
2173,622536
2174,407496
2175,351496
2176,80456
2177,80456
2178,379496
2179,108456
2180,351496
2181,323496
2182,108456
2183,379496
2184,323496
2185,379496
2186,351496
2187,594536
2188,865576
2189,323496
2190,80456
2191,80456
2192,594536
2193,566536
2194,379496
2195,108456
2196,323496
2197,594536
2198,108456
2199,865576
2200,594536
2201,351496
2202,650536
2203,136456
2204,136456
2205,108456
2206,323496
2207,351496
2208,594536
2209,837576
2210,865576
2211,351496
2212,865576
2213,622536
2214,566536
2215,136456
2216,164456
2217,837576
2218,323496
2219,566536
2220,108456
2221,164456
2222,566536
2223,594536
2224,622536
2225,622536
2226,323496
2227,837576
2228,351496
2229,837576
2230,108456
2231,622536
2232,80456
2233,136456
2234,323496
2235,809576
2236,566536
2237,323496
2238,622536
2239,379496
2240,379496
2241,136456
2242,594536
2243,108456
2244,108456
2245,379496
2246,865576
2247,136456
2248,566536
2249,164456
2250,351496
2251,323496
2252,594536
2253,407496
2254,594536
2255,379496
2256,379496
2257,407496
2258,379496
2259,379496
2260,837576
2261,594536
2262,351496
2263,809576
2264,594536
2265,80456
2266,323496
2267,351496
2268,379496
2269,594536
2270,594536
2271,108456
2272,622536
2273,379496
2274,566536
2275,379496
2276,351496
2277,164456
2278,407496
2279,80456
2280,407496
2281,566536
2282,809576
2283,323496
2284,351496
2285,594536
2286,80456
2287,136456
2288,323496
2289,192456
2290,164456
2291,323496
2292,837576
2293,80456
2294,379496
2295,622536
2296,164456
2297,136456
2298,379496
2299,80456
2300,323496
2301,837576
2302,809576
2303,351496
2304,351496
2305,351496
2306,323496
2307,379496
2308,323496
2309,351496
2310,323496
2311,108456
2312,108456
2313,837576
2314,809576
2315,566536
2316,323496
2317,566536
2318,323496
2319,164456
2320,809576
2321,164456
2322,594536
2323,594536
2324,379496
2325,566536
2326,594536
2327,351496
2328,108456
2329,622536
2330,594536
2331,566536
2332,136456
2333,379496
2334,566536
2335,192456
2336,136456
2337,323496
2338,407496
2339,108456
2340,108456
2341,323496
2342,809576
2343,407496
2344,650536
2345,80456
2346,379496
2347,108456
2348,323496
2349,323496
2350,164456
2351,351496
2352,865576
2353,594536
2354,809576
2355,351496
2356,351496
2357,323496
2358,622536
2359,323496
2360,407496
2361,80456
2362,80456
2363,80456
2364,566536
2365,351496
2366,379496
2367,809576
2368,351496
2369,379496
2370,622536
2371,351496
2372,594536
2373,108456
2374,379496
2375,837576
2376,1052616
2377,164456
2378,108456
2379,108456
2380,164456
2381,594536
2382,108456
2383,379496
2384,80456
2385,323496
2386,622536
2387,1080616
2388,136456
2389,594536
2390,108456
2391,351496
2392,351496
2393,379496
2394,407496
2395,594536
2396,622536
2397,379496
2398,164456
2399,323496
2400,164456
2401,865576
2402,136456
2403,837576
2404,351496
2405,379496
2406,809576
2407,407496
2408,80456
2409,1052616
2410,323496
2411,136456
2412,323496
2413,351496
2414,108456
2415,80456
2416,379496
2417,136456
2418,351496
2419,837576
2420,323496
2421,379496
2422,351496
2423,379496
2424,1295656
2425,351496
2426,323496
2427,566536
2428,379496
2429,622536
2430,323496
2431,136456
2432,594536
2433,594536
2434,351496
2435,351496
2436,622536
2437,566536
2438,566536
2439,351496
2440,136456
2441,323496
2442,136456
2443,108456
2444,594536
2445,351496
2446,351496
2447,108456
2448,108456
2449,379496
2450,351496
2451,323496
2452,351496
2453,80456
2454,80456
2455,323496
2456,622536
2457,108456
2458,108456
2459,108456
2460,566536
2461,566536
2462,1052616
2463,566536
2464,566536
2465,379496
2466,192456
2467,351496
2468,351496
2469,837576
2470,323496
2471,351496
2472,594536
2473,323496
2474,351496
2475,379496
2476,407496
2477,809576
2478,407496
2479,323496
2480,192456
2481,80456
2482,566536
2483,80456
2484,351496
2485,566536
2486,80456
2487,622536
2488,566536
2489,594536
2490,323496
