index,params
201,0.107156
202,0.836276
203,0.864276
204,0.593236
205,0.350196
206,0.322196
207,0.593236
208,0.107156
209,0.378196
210,0.322196
211,0.621236
212,0.836276
213,0.350196
214,0.593236
215,0.079156
216,0.107156
217,0.565236
218,0.350196
219,0.350196
220,0.565236
221,0.322196
222,0.350196
223,0.079156
224,0.836276
225,0.322196
226,0.107156
227,0.808276
228,0.378196
229,0.107156
230,0.434196
231,0.350196
232,0.079156
233,0.079156
234,0.378196
235,0.836276
236,0.378196
237,0.593236
238,0.593236
239,0.079156
240,0.079156
241,0.621236
242,0.621236
243,0.107156
244,0.621236
245,0.350196
246,0.378196
247,0.107156
248,0.378196
249,0.378196
250,0.565236
251,0.322196
252,0.593236
253,0.163156
254,0.135156
255,0.350196
256,0.378196
257,0.565236
258,0.565236
259,0.350196
260,0.107156
261,0.836276
262,0.322196
263,0.593236
264,0.621236
265,0.836276
266,0.350196
267,0.378196
268,0.836276
269,0.378196
270,0.350196
271,0.322196
272,0.322196
273,0.808276
274,0.864276
275,0.565236
276,0.350196
277,0.836276
278,0.322196
279,0.593236
280,0.107156
281,0.621236
282,0.565236
283,0.378196
284,0.107156
285,0.378196
286,0.565236
287,0.621236
288,0.565236
289,0.593236
290,0.350196
291,0.350196
292,0.378196
293,0.864276
294,0.322196
295,0.808276
296,0.135156
297,0.079156
298,0.135156
299,0.808276
300,0.135156
301,0.836276
302,0.107156
303,0.163156
304,0.322196
305,0.079156
306,0.322196
307,0.808276
308,0.350196
309,0.135156
310,0.406196
311,0.350196
312,0.350196
313,0.079156
314,0.593236
315,0.350196
316,0.406196
317,0.350196
318,0.593236
319,0.107156
320,0.621236
321,0.135156
322,0.593236
323,0.135156
324,0.135156
325,0.565236
326,0.406196
327,0.163156
328,0.350196
329,0.406196
330,0.350196
331,0.107156
332,0.322196
333,0.350196
334,0.107156
335,0.378196
336,0.593236
337,0.350196
338,0.135156
339,0.593236
340,0.350196
341,0.107156
342,0.107156
343,0.107156
344,0.808276
345,0.079156
346,0.350196
347,0.378196
348,0.350196
349,0.322196
350,0.593236
351,0.406196
352,0.593236
353,0.107156
354,0.107156
355,0.350196
356,0.593236
357,0.350196
358,0.593236
359,0.135156
360,0.621236
361,0.864276
362,0.621236
363,0.322196
364,0.107156
365,0.079156
366,0.378196
367,0.593236
368,0.163156
369,0.565236
370,0.378196
371,0.322196
372,0.378196
373,0.378196
374,0.864276
375,0.107156
376,0.593236
377,0.808276
378,1.079316
379,0.135156
380,0.350196
381,0.621236
382,0.593236
383,0.565236
384,0.593236
385,0.593236
386,0.350196
387,0.079156
388,0.378196
389,0.406196
390,0.079156
391,1.051316
392,0.378196
393,0.350196
394,0.565236
395,0.378196
396,0.107156
397,0.378196
398,0.406196
399,0.378196
400,0.565236
401,0.350196
402,0.406196
403,0.350196
404,0.593236
405,0.163156
406,0.350196
407,0.079156
408,0.107156
409,0.378196
410,0.378196
411,0.864276
412,0.836276
413,0.621236
414,0.135156
415,0.350196
416,0.378196
417,0.350196
418,0.406196
419,0.322196
420,0.135156
421,0.322196
422,0.406196
423,0.135156
424,0.350196
425,0.808276
426,0.107156
427,0.350196
428,0.378196
429,0.378196
430,0.593236
431,0.322196
432,0.079156
433,0.322196
434,0.565236
435,0.621236
436,0.322196
437,0.565236
438,0.322196
439,0.649236
440,1.107316
441,0.322196
442,0.378196
443,0.808276
444,0.593236
445,0.406196
446,0.406196
447,0.322196
448,0.565236
449,0.107156
450,0.649236
451,0.350196
452,0.350196
453,0.378196
454,0.836276
455,0.621236
456,0.593236
457,0.350196
458,0.621236
459,0.350196
460,0.350196
461,0.378196
462,0.135156
463,0.565236
464,0.350196
465,0.079156
466,0.621236
467,0.322196
468,0.350196
469,0.378196
470,0.378196
471,0.836276
472,0.350196
473,0.135156
474,0.107156
475,0.322196
476,0.593236
477,0.621236
478,0.808276
479,0.163156
480,0.593236
481,0.135156
482,0.350196
483,0.350196
484,0.350196
485,0.163156
486,0.808276
487,0.621236
488,0.593236
489,0.350196
490,0.864276
491,0.621236
492,0.565236
493,0.135156
494,0.107156
495,0.593236
496,0.593236
497,0.593236
498,0.079156
499,0.593236
500,0.593236
501,0.107156
502,0.107156
503,0.593236
504,0.350196
505,0.163156
506,0.406196
507,0.350196
508,0.322196
509,0.808276
510,0.378196
511,0.565236
512,0.163156
513,0.406196
514,0.378196
515,0.350196
516,0.565236
517,0.350196
518,0.378196
519,0.350196
520,0.406196
521,0.079156
522,0.565236
523,0.593236
524,0.378196
525,0.565236
526,0.565236
527,0.649236
528,0.350196
529,0.135156
530,0.322196
531,0.649236
532,0.135156
533,0.135156
534,0.350196
535,0.378196
536,0.350196
537,0.135156
538,0.565236
539,0.593236
540,0.079156
541,0.621236
542,0.864276
543,0.836276
544,0.191156
545,0.322196
546,0.565236
547,0.406196
548,0.378196
549,0.593236
550,0.107156
551,0.621236
552,0.350196
553,0.350196
554,0.350196
555,0.350196
556,0.107156
557,0.350196
558,0.191156
559,0.350196
560,0.322196
561,0.322196
562,0.163156
563,0.808276
564,0.350196
565,0.565236
566,0.135156
567,0.079156
568,0.378196
569,0.079156
570,0.350196
571,1.079316
572,0.378196
573,0.322196
574,0.107156
575,0.621236
576,0.191156
577,0.593236
578,0.593236
579,0.163156
580,0.107156
581,0.406196
582,1.051316
583,0.135156
584,0.350196
585,0.621236
586,0.621236
587,0.593236
588,0.621236
589,0.350196
590,0.350196
591,0.406196
592,0.593236
593,0.808276
594,0.322196
595,0.163156
596,0.350196
597,0.350196
598,0.621236
599,0.565236
600,0.836276
601,0.107156
602,0.808276
603,0.107156
604,0.593236
605,0.350196
606,0.565236
607,0.434196
608,0.565236
609,0.836276
610,0.565236
611,0.406196
612,0.378196
613,0.350196
614,0.378196
615,0.350196
616,0.593236
617,0.593236
618,0.593236
619,0.135156
620,0.079156
621,0.406196
622,0.378196
623,0.621236
624,0.322196
625,0.378196
626,0.621236
627,0.107156
628,0.322196
629,1.051316
630,0.565236
631,0.378196
632,0.079156
633,0.135156
634,0.350196
635,0.079156
636,0.322196
637,0.135156
638,0.378196
639,0.350196
640,0.079156
641,0.593236
642,0.163156
643,0.191156
644,0.565236
645,0.593236
646,0.322196
647,0.836276
648,1.079316
649,0.219156
650,0.565236
651,0.107156
652,0.621236
653,0.322196
654,0.593236
655,1.051316
656,0.350196
657,0.350196
658,0.378196
659,0.135156
660,0.107156
661,0.135156
662,0.593236
663,0.836276
664,0.322196
665,0.322196
666,0.649236
667,0.378196
668,0.350196
669,0.350196
670,0.350196
671,0.135156
672,0.621236
673,0.350196
674,0.135156
675,0.079156
676,0.378196
677,0.322196
678,0.378196
679,0.350196
680,0.434196
681,0.649236
682,1.051316
683,0.107156
684,0.593236
685,0.163156
686,0.593236
687,0.107156
688,1.051316
689,0.406196
690,0.808276
691,0.135156
692,0.565236
693,0.079156
694,0.322196
695,0.836276
696,0.322196
697,0.808276
698,0.593236
699,0.621236
700,0.322196
701,0.593236
702,0.649236
703,0.565236
704,0.107156
705,0.322196
706,0.107156
707,0.836276
708,0.836276
709,0.378196
710,0.350196
711,0.107156
712,0.135156
713,0.350196
714,0.350196
715,0.135156
716,0.079156
717,0.378196
718,0.135156
719,0.107156
720,0.836276
721,0.593236
722,0.836276
723,0.079156
724,0.163156
725,0.593236
726,0.406196
727,0.135156
728,0.350196
729,0.378196
730,0.322196
731,0.378196
732,0.864276
733,0.378196
734,0.107156
735,0.163156
736,0.135156
737,0.191156
738,0.378196
739,0.107156
740,0.565236
741,0.322196
742,1.051316
743,0.107156
744,0.565236
745,0.079156
746,0.378196
747,0.864276
748,0.565236
749,0.892276
750,0.808276
751,0.378196
752,0.406196
753,0.107156
754,0.322196
755,0.565236
756,0.191156
757,0.135156
758,0.079156
759,0.135156
760,0.378196
761,0.350196
762,0.565236
763,0.107156
764,0.565236
765,0.322196
766,0.406196
767,0.322196
768,0.808276
769,0.565236
770,0.836276
771,0.350196
772,0.079156
773,0.808276
774,0.593236
775,0.378196
776,0.322196
777,0.322196
778,0.808276
779,0.135156
780,0.350196
781,0.350196
782,0.406196
783,0.378196
784,0.593236
785,0.350196
786,0.107156
787,0.378196
788,0.565236
789,0.322196
790,0.593236
791,0.593236
792,0.322196
793,0.378196
794,0.135156
795,0.322196
796,0.808276
797,0.350196
798,0.107156
799,0.107156
800,0.378196
801,0.593236
802,0.135156
803,0.649236
804,0.322196
805,0.593236
806,0.079156
807,0.350196
808,0.621236
809,0.378196
810,0.593236
811,0.593236
812,0.322196
813,0.378196
814,0.565236
815,0.808276
816,0.350196
817,0.593236
818,0.808276
819,0.378196
820,0.808276
821,0.378196
822,0.378196
823,0.135156
824,0.836276
825,0.135156
826,0.350196
827,0.593236
828,0.350196
829,0.406196
830,0.322196
831,0.378196
832,0.079156
833,0.378196
834,0.350196
835,0.191156
836,0.350196
837,0.350196
838,0.406196
839,0.135156
840,1.079316
841,0.378196
842,0.322196
843,0.836276
844,0.593236
845,0.079156
846,0.322196
847,0.350196
848,0.107156
849,0.107156
850,0.322196
851,0.135156
852,0.864276
853,0.107156
854,0.350196
855,0.350196
856,0.593236
857,0.864276
858,0.107156
859,0.135156
860,0.135156
861,0.135156
862,0.892276
863,0.350196
864,0.135156
865,0.135156
866,0.593236
867,0.079156
868,0.350196
869,0.836276
870,0.378196
871,0.350196
872,0.350196
873,1.079316
874,0.350196
875,0.593236
876,0.322196
877,0.322196
878,0.107156
879,0.322196
880,0.378196
881,0.378196
882,0.107156
883,0.621236
884,0.378196
885,0.107156
886,0.163156
887,0.107156
888,0.565236
889,0.593236
890,0.135156
891,0.322196
892,0.565236
893,0.079156
894,0.107156
895,0.864276
896,0.565236
897,0.135156
898,0.350196
899,0.322196
900,0.135156
901,0.079156
902,0.135156
903,0.406196
904,0.350196
905,0.350196
906,0.378196
907,0.621236
908,0.565236
909,0.350196
910,0.808276
911,0.350196
912,0.621236
913,0.107156
914,0.593236
915,0.677236
916,0.406196
917,0.163156
918,0.135156
919,0.378196
920,0.107156
921,0.378196
922,0.135156
923,0.565236
924,0.378196
925,0.593236
926,0.350196
927,0.322196
928,0.322196
929,0.107156
930,0.350196
931,0.079156
932,0.350196
933,0.079156
934,0.079156
935,0.107156
936,0.350196
937,0.808276
938,0.621236
939,0.079156
940,0.163156
941,0.565236
942,0.649236
943,0.593236
944,0.808276
945,1.051316
946,0.350196
947,0.107156
948,0.565236
949,0.163156
950,0.322196
951,0.593236
952,0.135156
953,0.107156
954,0.079156
955,0.378196
956,0.107156
957,0.079156
958,0.378196
959,0.565236
960,0.621236
961,0.621236
962,0.350196
963,0.378196
964,0.322196
965,0.621236
966,0.565236
967,0.350196
968,0.378196
969,0.322196
970,0.593236
971,0.322196
972,0.565236
973,0.350196
974,0.135156
975,0.107156
976,0.565236
977,0.378196
978,0.378196
979,0.565236
980,0.593236
981,0.378196
982,0.649236
983,1.294356
984,0.378196
985,0.808276
986,0.163156
987,0.378196
988,0.107156
989,0.350196
990,0.406196
991,0.621236
992,0.808276
993,0.565236
994,0.135156
995,0.135156
996,0.836276
997,0.378196
998,0.565236
999,0.378196
1000,0.593236
1001,0.107156
1002,0.808276
1003,0.107156
1004,0.350196
1005,0.135156
1006,0.621236
1007,0.079156
1008,0.135156
1009,0.593236
1010,0.836276
1011,0.378196
1012,0.107156
1013,0.649236
1014,0.350196
1015,0.593236
1016,0.378196
1017,0.107156
1018,0.322196
1019,0.378196
1020,0.350196
1021,0.836276
1022,0.350196
1023,0.836276
1024,1.051316
1025,0.406196
1026,0.135156
1027,0.836276
1028,0.079156
1029,0.350196
1030,0.350196
1031,0.593236
1032,0.135156
1033,0.163156
1034,0.621236
1035,0.350196
1036,0.593236
1037,0.565236
1038,0.322196
1039,0.107156
1040,0.434196
1041,0.350196
1042,0.836276
1043,0.163156
1044,0.350196
1045,0.565236
1046,0.593236
1047,0.378196
1048,0.378196
1049,0.406196
1050,0.378196
1051,0.350196
1052,0.107156
1053,0.836276
1054,0.350196
1055,0.621236
1056,0.322196
1057,0.079156
1058,1.051316
1059,0.378196
1060,0.163156
1061,0.079156
1062,1.079316
1063,0.322196
1064,0.378196
1065,0.378196
1066,0.593236
1067,0.378196
1068,0.593236
1069,0.836276
1070,0.079156
1071,0.350196
1072,0.107156
1073,0.593236
1074,0.593236
1075,0.163156
1076,0.107156
1077,0.565236
1078,0.621236
1079,0.350196
1080,0.836276
1081,0.322196
1082,0.378196
1083,0.322196
1084,0.621236
1085,0.322196
1086,0.836276
1087,0.565236
1088,0.350196
1089,0.350196
1090,0.135156
1091,0.350196
1092,0.322196
1093,0.836276
1094,0.322196
1095,0.135156
1096,0.565236
1097,0.107156
1098,0.107156
1099,0.808276
1100,0.163156
1101,0.350196
1102,0.378196
1103,0.350196
1104,0.322196
1105,0.593236
1106,0.107156
1107,0.079156
1108,0.163156
1109,0.322196
1110,0.350196
1111,0.322196
1112,0.350196
1113,0.191156
1114,0.565236
1115,0.593236
1116,0.322196
1117,0.406196
1118,0.322196
1119,0.107156
1120,0.864276
1121,0.378196
1122,0.621236
1123,0.135156
1124,0.565236
1125,0.079156
1126,0.593236
1127,0.350196
1128,0.322196
1129,0.593236
1130,0.621236
1131,0.565236
1132,0.322196
1133,0.350196
1134,0.322196
1135,0.350196
1136,0.350196
1137,0.378196
1138,0.378196
1139,0.621236
1140,0.322196
1141,0.107156
1142,0.593236
1143,0.350196
1144,0.621236
1145,1.051316
1146,0.107156
1147,0.107156
1148,0.593236
1149,0.836276
1150,0.378196
1151,0.163156
1152,0.135156
1153,0.350196
1154,0.836276
1155,0.322196
1156,0.836276
1157,0.593236
1158,0.322196
1159,0.565236
1160,1.322356
1161,0.808276
1162,0.836276
1163,0.378196
1164,0.079156
1165,0.621236
1166,0.079156
1167,0.864276
1168,0.350196
1169,0.593236
1170,0.378196
1171,0.135156
1172,0.565236
1173,0.621236
1174,0.350196
1175,0.350196
1176,0.593236
1177,0.808276
1178,0.378196
1179,0.107156
1180,0.593236
1181,0.322196
1182,0.322196
1183,0.107156
1184,0.079156
1185,0.621236
1186,0.593236
1187,0.350196
1188,0.107156
1189,0.836276
1190,0.565236
1191,0.565236
1192,0.378196
1193,0.565236
1194,0.079156
1195,0.864276
1196,0.593236
1197,0.808276
1198,0.322196
1199,0.135156
1200,0.350196
1201,0.107156
1202,0.107156
1203,0.565236
1204,0.135156
1205,0.350196
1206,0.107156
1207,0.350196
1208,0.593236
1209,0.163156
1210,0.350196
1211,0.107156
1212,0.107156
1213,0.322196
1214,0.322196
1215,0.135156
1216,0.378196
1217,0.434196
1218,0.565236
1219,0.593236
1220,0.322196
1221,0.079156
1222,0.565236
1223,0.593236
1224,0.350196
1225,0.135156
1226,0.406196
1227,0.322196
1228,0.350196
1229,0.350196
1230,0.322196
1231,0.107156
1232,0.350196
1233,0.350196
1234,0.107156
1235,0.322196
1236,0.350196
1237,0.621236
1238,0.350196
1239,0.378196
1240,0.350196
1241,0.350196
1242,0.322196
1243,0.135156
1244,0.593236
1245,0.406196
1246,0.350196
1247,0.378196
1248,0.378196
1249,0.350196
1250,0.593236
1251,0.406196
1252,0.864276
1253,0.378196
1254,0.378196
1255,0.593236
1256,0.649236
1257,0.107156
1258,0.350196
1259,0.350196
1260,0.135156
1261,0.621236
1262,0.322196
1263,0.107156
1264,0.621236
1265,0.621236
1266,0.322196
1267,0.649236
1268,0.350196
1269,0.378196
1270,0.163156
1271,0.350196
1272,0.079156
1273,0.350196
1274,0.378196
1275,1.079316
1276,0.107156
1277,1.051316
1278,0.350196
1279,0.135156
1280,0.322196
1281,0.621236
1282,0.378196
1283,0.135156
1284,0.135156
1285,0.621236
1286,0.565236
1287,0.593236
1288,0.565236
1289,0.649236
1290,0.378196
1291,0.079156
1292,0.191156
1293,0.378196
1294,0.565236
1295,0.406196
1296,0.079156
1297,0.593236
1298,0.350196
1299,0.565236
1300,0.808276
1301,0.836276
1302,0.322196
1303,0.462196
1304,0.378196
1305,0.163156
1306,0.191156
1307,0.565236
1308,0.107156
1309,0.107156
1310,0.107156
1311,0.107156
1312,0.079156
1313,0.621236
1314,0.378196
1315,0.135156
1316,0.808276
1317,0.836276
1318,0.322196
1319,0.107156
1320,0.593236
1321,0.135156
1322,0.378196
1323,0.135156
1324,0.322196
1325,0.079156
1326,0.350196
1327,0.808276
1328,0.378196
1329,0.079156
1330,0.808276
1331,0.135156
1332,0.649236
1333,0.163156
1334,0.135156
1335,0.864276
1336,0.163156
1337,0.350196
1338,0.350196
1339,0.593236
1340,0.135156
1341,0.593236
1342,0.107156
1343,0.191156
1344,0.135156
1345,0.378196
1346,1.079316
1347,0.593236
1348,0.322196
1349,0.350196
1350,0.163156
1351,0.350196
1352,0.378196
1353,0.434196
1354,0.350196
1355,0.350196
1356,0.593236
1357,0.163156
1358,0.079156
1359,0.163156
1360,0.621236
1361,1.079316
1362,0.621236
1363,0.406196
1364,0.808276
1365,0.135156
1366,0.565236
1367,0.593236
1368,0.191156
1369,0.350196
1370,0.191156
1371,0.378196
1372,0.378196
1373,0.565236
1374,0.593236
1375,0.350196
1376,0.350196
1377,0.135156
1378,0.350196
1379,0.191156
1380,0.107156
1381,0.079156
1382,0.406196
1383,0.378196
1384,0.107156
1385,0.107156
1386,0.621236
1387,0.378196
1388,0.593236
1389,0.593236
1390,0.322196
1391,0.350196
1392,0.350196
1393,0.322196
1394,0.350196
1395,0.163156
1396,0.836276
1397,0.107156
1398,0.406196
1399,0.378196
1400,0.406196
1401,0.350196
1402,0.406196
1403,0.107156
1404,0.135156
1405,0.378196
1406,0.836276
1407,0.135156
1408,0.079156
1409,0.135156
1410,0.322196
1411,0.322196
1412,0.107156
1413,0.621236
1414,1.079316
1415,0.593236
1416,0.135156
1417,0.593236
1418,0.079156
1419,0.565236
1420,0.378196
1421,0.107156
1422,0.350196
1423,0.322196
1424,0.350196
1425,0.621236
1426,0.135156
1427,0.406196
1428,0.593236
1429,0.350196
1430,0.378196
1431,0.350196
1432,0.350196
1433,0.406196
1434,0.378196
1435,0.107156
1436,0.406196
1437,0.593236
1438,0.808276
1439,0.378196
1440,0.621236
1441,0.322196
1442,0.322196
1443,0.350196
1444,0.191156
1445,0.565236
1446,0.836276
1447,0.135156
1448,0.079156
1449,0.350196
1450,0.406196
1451,0.406196
1452,0.107156
1453,0.350196
1454,0.322196
1455,0.406196
1456,0.565236
1457,0.621236
1458,0.808276
1459,0.864276
1460,0.593236
1461,0.593236
1462,1.537396
1463,0.378196
1464,0.350196
1465,0.322196
1466,0.565236
1467,0.836276
1468,0.163156
1469,0.808276
1470,0.163156
1471,0.378196
1472,0.836276
1473,0.322196
1474,0.135156
1475,0.322196
1476,0.107156
1477,0.079156
1478,0.350196
1479,0.593236
1480,0.107156
1481,0.565236
1482,0.322196
1483,0.135156
1484,0.107156
1485,0.593236
1486,0.593236
1487,0.378196
1488,0.565236
1489,0.621236
1490,0.621236
1491,0.593236
1492,0.350196
1493,0.378196
1494,0.593236
1495,0.107156
1496,0.107156
1497,0.565236
1498,0.677236
1499,0.378196
1500,0.593236
1501,0.079156
1502,0.378196
1503,0.565236
1504,0.135156
1505,0.135156
1506,0.836276
1507,0.378196
1508,0.322196
1509,0.322196
1510,0.593236
1511,0.593236
1512,0.350196
1513,0.593236
1514,0.593236
1515,0.350196
1516,0.350196
1517,0.350196
1518,0.163156
1519,0.378196
1520,0.322196
1521,0.378196
1522,0.079156
1523,0.565236
1524,0.350196
1525,0.593236
1526,0.350196
1527,0.406196
1528,0.107156
1529,0.378196
1530,0.593236
1531,0.107156
1532,0.135156
1533,0.107156
1534,0.107156
1535,0.565236
1536,0.378196
1537,0.593236
1538,0.593236
1539,0.322196
1540,0.107156
1541,0.593236
1542,0.079156
1543,0.565236
1544,0.378196
1545,0.350196
1546,0.079156
1547,0.350196
1548,0.378196
1549,0.135156
1550,0.565236
1551,0.322196
1552,0.107156
1553,0.322196
1554,0.322196
1555,0.864276
1556,0.836276
1557,0.593236
1558,0.107156
1559,0.565236
1560,0.079156
1561,0.107156
1562,0.107156
1563,0.378196
1564,0.565236
1565,0.593236
1566,0.350196
1567,0.350196
1568,0.322196
1569,0.350196
1570,0.079156
1571,0.565236
1572,0.350196
1573,0.621236
1574,0.322196
1575,0.378196
1576,0.350196
1577,0.836276
1578,0.406196
1579,0.322196
1580,0.378196
1581,0.350196
1582,0.079156
1583,0.621236
1584,0.406196
1585,0.350196
1586,0.079156
1587,0.593236
1588,0.406196
1589,0.565236
1590,0.621236
1591,0.322196
1592,0.322196
1593,0.107156
1594,0.350196
1595,0.378196
1596,0.322196
1597,0.378196
1598,0.350196
1599,0.191156
1600,0.107156
1601,0.565236
1602,0.107156
1603,0.434196
1604,0.836276
1605,0.350196
1606,0.163156
1607,0.135156
1608,0.565236
1609,0.135156
1610,0.107156
1611,0.565236
1612,0.621236
1613,0.406196
1614,0.350196
1615,0.135156
1616,0.107156
1617,0.565236
1618,0.079156
1619,1.051316
1620,0.107156
1621,0.836276
1622,0.322196
1623,0.350196
1624,0.621236
1625,0.378196
1626,0.378196
1627,0.322196
1628,0.350196
1629,0.107156
1630,0.378196
1631,0.135156
1632,0.836276
1633,0.107156
1634,0.350196
1635,0.350196
1636,0.621236
1637,0.107156
1638,0.406196
1639,0.378196
1640,0.836276
1641,0.808276
1642,0.135156
1643,0.593236
1644,0.135156
1645,0.135156
1646,1.051316
1647,0.434196
1648,0.593236
1649,0.378196
1650,0.378196
1651,0.079156
1652,0.322196
1653,0.808276
1654,1.294356
1655,0.079156
1656,0.565236
1657,0.593236
1658,0.621236
1659,0.593236
1660,0.350196
1661,0.593236
1662,0.322196
1663,0.350196
1664,0.378196
1665,0.107156
1666,0.378196
1667,0.135156
1668,0.434196
1669,0.593236
1670,0.350196
1671,0.322196
1672,0.350196
1673,0.593236
1674,0.350196
1675,0.135156
1676,0.322196
1677,0.079156
1678,0.593236
1679,0.593236
1680,0.322196
1681,0.593236
1682,0.593236
1683,0.621236
1684,0.350196
1685,0.135156
1686,0.350196
1687,0.593236
1688,0.322196
1689,0.565236
1690,0.107156
1691,0.593236
1692,0.350196
1693,0.378196
1694,0.079156
1695,0.135156
1696,0.107156
1697,0.378196
1698,0.808276
1699,0.593236
1700,0.350196
1701,0.406196
1702,0.135156
1703,0.107156
1704,0.565236
1705,0.135156
1706,0.593236
1707,0.378196
1708,0.350196
1709,0.350196
1710,0.163156
1711,0.322196
1712,0.322196
1713,0.378196
1714,0.350196
1715,0.135156
1716,1.107316
1717,0.079156
1718,0.350196
1719,0.135156
1720,0.322196
1721,0.378196
1722,0.107156
1723,0.378196
1724,0.864276
1725,0.565236
1726,0.350196
1727,0.322196
1728,0.079156
1729,0.836276
1730,0.135156
1731,0.864276
1732,0.378196
1733,0.565236
1734,0.864276
1735,0.135156
1736,0.378196
1737,0.135156
1738,0.350196
1739,0.163156
1740,0.350196
1741,0.565236
1742,0.649236
1743,0.565236
1744,0.350196
1745,0.593236
1746,0.079156
1747,0.593236
1748,0.350196
1749,0.621236
1750,0.350196
1751,0.163156
1752,0.163156
1753,0.378196
1754,0.107156
1755,0.565236
1756,0.322196
1757,0.322196
1758,0.406196
1759,0.406196
1760,0.378196
1761,0.107156
1762,0.621236
1763,0.593236
1764,0.593236
1765,0.079156
1766,0.406196
1767,0.593236
1768,0.322196
1769,0.378196
1770,0.593236
1771,0.322196
1772,0.593236
1773,0.350196
1774,0.322196
1775,0.593236
1776,0.135156
1777,0.350196
1778,0.836276
1779,0.135156
1780,0.322196
1781,0.135156
1782,0.079156
1783,0.406196
1784,0.350196
1785,0.079156
1786,0.593236
1787,0.565236
1788,0.836276
1789,0.593236
1790,0.350196
1791,0.350196
1792,0.836276
1793,0.621236
1794,0.135156
1795,0.621236
1796,0.565236
1797,0.808276
1798,0.350196
1799,0.350196
1800,0.322196
1801,0.350196
1802,0.107156
1803,0.565236
1804,0.406196
1805,0.322196
1806,0.406196
1807,0.808276
1808,0.378196
1809,0.808276
1810,0.621236
1811,0.593236
1812,0.593236
1813,0.350196
1814,0.163156
1815,0.350196
1816,0.406196
1817,0.135156
1818,0.593236
1819,0.565236
1820,0.593236
1821,0.378196
1822,0.350196
1823,0.378196
1824,0.621236
1825,0.593236
1826,0.135156
1827,0.565236
1828,0.434196
1829,0.107156
1830,0.350196
1831,0.079156
1832,0.163156
1833,0.350196
1834,0.808276
1835,0.079156
1836,0.565236
1837,0.350196
1838,0.135156
1839,0.135156
1840,0.649236
1841,0.350196
1842,0.593236
1843,0.864276
1844,0.322196
1845,0.378196
1846,0.593236
1847,0.565236
1848,1.051316
1849,0.322196
1850,0.593236
1851,0.135156
1852,0.350196
1853,0.350196
1854,0.350196
1855,0.107156
1856,0.808276
1857,0.135156
1858,0.621236
1859,0.565236
1860,0.107156
1861,0.565236
1862,0.350196
1863,0.079156
1864,0.350196
1865,0.864276
1866,0.322196
1867,0.135156
1868,0.350196
1869,1.079316
1870,0.565236
1871,0.322196
1872,0.107156
1873,0.322196
