index,params
1133,0.344346
1134,0.316346
1135,0.344346
1136,0.344346
1137,0.372346
1138,0.372346
1139,0.615386
1140,0.316346
1141,0.101306
1142,0.587386
1143,0.344346
1144,0.615386
1145,1.045466
1146,0.101306
1147,0.101306
1148,0.587386
1149,0.830426
1150,0.372346
1151,0.157306
1152,0.129306
1153,0.344346
1154,0.830426
1155,0.316346
1156,0.830426
1157,0.587386
1158,0.316346
1159,0.559386
1160,1.316506
1161,0.802426
1162,0.830426
1163,0.372346
1164,0.073306
1165,0.615386
1166,0.073306
1167,0.858426
1168,0.344346
1169,0.587386
1170,0.372346
1171,0.129306
1172,0.559386
1173,0.615386
1174,0.344346
1175,0.344346
1176,0.587386
1177,0.802426
1178,0.372346
1179,0.101306
1180,0.587386
1181,0.316346
1182,0.316346
1183,0.101306
1184,0.073306
1185,0.615386
1186,0.587386
1187,0.344346
1188,0.101306
1189,0.830426
1190,0.559386
1191,0.559386
1192,0.372346
1193,0.559386
1194,0.073306
1195,0.858426
1196,0.587386
1197,0.802426
1198,0.316346
1199,0.129306
1200,0.344346
1201,0.101306
1202,0.101306
1203,0.559386
1204,0.129306
1205,0.344346
1206,0.101306
1207,0.344346
1208,0.587386
1209,0.157306
1210,0.344346
1211,0.101306
1212,0.101306
1213,0.316346
1214,0.316346
1215,0.129306
1216,0.372346
1217,0.428346
1218,0.559386
1219,0.587386
1220,0.316346
1221,0.073306
1222,0.559386
1223,0.587386
1224,0.344346
1225,0.129306
1226,0.400346
1227,0.316346
1228,0.344346
1229,0.344346
1230,0.316346
1231,0.101306
1232,0.344346
1233,0.344346
1234,0.101306
1235,0.316346
1236,0.344346
1237,0.615386
1238,0.344346
1239,0.372346
1240,0.344346
1241,0.344346
1242,0.316346
1243,0.129306
1244,0.587386
1245,0.400346
1246,0.344346
1247,0.372346
1248,0.372346
1249,0.344346
1250,0.587386
1251,0.400346
1252,0.858426
1253,0.372346
1254,0.372346
1255,0.587386
1256,0.643386
1257,0.101306
1258,0.344346
1259,0.344346
1260,0.129306
1261,0.615386
1262,0.316346
1263,0.101306
1264,0.615386
1265,0.615386
1266,0.316346
1267,0.643386
1268,0.344346
1269,0.372346
1270,0.157306
1271,0.344346
1272,0.073306
1273,0.344346
1274,0.372346
1275,1.073466
1276,0.101306
1277,1.045466
1278,0.344346
1279,0.129306
1280,0.316346
1281,0.615386
1282,0.372346
1283,0.129306
1284,0.129306
1285,0.615386
1286,0.559386
1287,0.587386
1288,0.559386
1289,0.643386
1290,0.372346
1291,0.073306
1292,0.185306
1293,0.372346
1294,0.559386
1295,0.400346
1296,0.073306
1297,0.587386
1298,0.344346
1299,0.559386
1300,0.802426
1301,0.830426
1302,0.316346
1303,0.456346
1304,0.372346
1305,0.157306
1306,0.185306
1307,0.559386
1308,0.101306
1309,0.101306
1310,0.101306
1311,0.101306
1312,0.073306
1313,0.615386
1314,0.372346
1315,0.129306
1316,0.802426
1317,0.830426
1318,0.316346
1319,0.101306
1320,0.587386
1321,0.129306
1322,0.372346
1323,0.129306
1324,0.316346
1325,0.073306
1326,0.344346
1327,0.802426
1328,0.372346
1329,0.073306
1330,0.802426
1331,0.129306
1332,0.643386
1333,0.157306
1334,0.129306
1335,0.858426
1336,0.157306
1337,0.344346
1338,0.344346
1339,0.587386
1340,0.129306
1341,0.587386
1342,0.101306
1343,0.185306
1344,0.129306
1345,0.372346
1346,1.073466
1347,0.587386
1348,0.316346
1349,0.344346
1350,0.157306
1351,0.344346
1352,0.372346
1353,0.428346
1354,0.344346
1355,0.344346
1356,0.587386
1357,0.157306
1358,0.073306
1359,0.157306
1360,0.615386
1361,1.073466
1362,0.615386
1363,0.400346
1364,0.802426
1365,0.129306
1366,0.559386
1367,0.587386
1368,0.185306
1369,0.344346
1370,0.185306
1371,0.372346
1372,0.372346
1373,0.559386
1374,0.587386
1375,0.344346
1376,0.344346
1377,0.129306
1378,0.344346
1379,0.185306
1380,0.101306
1381,0.073306
1382,0.400346
1383,0.372346
1384,0.101306
1385,0.101306
1386,0.615386
1387,0.372346
1388,0.587386
1389,0.587386
1390,0.316346
1391,0.344346
1392,0.344346
1393,0.316346
1394,0.344346
1395,0.157306
1396,0.830426
1397,0.101306
1398,0.400346
1399,0.372346
1400,0.400346
1401,0.344346
1402,0.400346
1403,0.101306
1404,0.129306
1405,0.372346
1406,0.830426
1407,0.129306
1408,0.073306
1409,0.129306
1410,0.316346
1411,0.316346
1412,0.101306
1413,0.615386
1414,1.073466
1415,0.587386
1416,0.129306
1417,0.587386
1418,0.073306
1419,0.559386
1420,0.372346
1421,0.101306
1422,0.344346
1423,0.316346
1424,0.344346
1425,0.615386
1426,0.129306
1427,0.400346
1428,0.587386
1429,0.344346
1430,0.372346
1431,0.344346
1432,0.344346
1433,0.400346
1434,0.372346
1435,0.101306
1436,0.400346
1437,0.587386
1438,0.802426
1439,0.372346
1440,0.615386
1441,0.316346
1442,0.316346
1443,0.344346
1444,0.185306
1445,0.559386
1446,0.830426
1447,0.129306
1448,0.073306
1449,0.344346
1450,0.400346
1451,0.400346
1452,0.101306
1453,0.344346
1454,0.316346
1455,0.400346
1456,0.559386
1457,0.615386
1458,0.802426
1459,0.858426
1460,0.587386
1461,0.587386
1462,1.531546
1463,0.372346
1464,0.344346
1465,0.316346
1466,0.559386
1467,0.830426
1468,0.157306
1469,0.802426
1470,0.157306
1471,0.372346
1472,0.830426
1473,0.316346
1474,0.129306
1475,0.316346
1476,0.101306
1477,0.073306
1478,0.344346
1479,0.587386
1480,0.101306
1481,0.559386
1482,0.316346
1483,0.129306
1484,0.101306
1485,0.587386
1486,0.587386
1487,0.372346
1488,0.559386
1489,0.615386
1490,0.615386
1491,0.587386
1492,0.344346
1493,0.372346
1494,0.587386
1495,0.101306
1496,0.101306
1497,0.559386
1498,0.671386
1499,0.372346
1500,0.587386
1501,0.073306
1502,0.372346
1503,0.559386
1504,0.129306
1505,0.129306
1506,0.830426
1507,0.372346
1508,0.316346
1509,0.316346
1510,0.587386
1511,0.587386
1512,0.344346
1513,0.587386
1514,0.587386
1515,0.344346
1516,0.344346
1517,0.344346
1518,0.157306
1519,0.372346
1520,0.316346
1521,0.372346
1522,0.073306
1523,0.559386
1524,0.344346
1525,0.587386
1526,0.344346
1527,0.400346
1528,0.101306
1529,0.372346
1530,0.587386
1531,0.101306
1532,0.129306
1533,0.101306
1534,0.101306
1535,0.559386
1536,0.372346
1537,0.587386
1538,0.587386
1539,0.316346
1540,0.101306
1541,0.587386
1542,0.073306
1543,0.559386
1544,0.372346
1545,0.344346
1546,0.073306
1547,0.344346
1548,0.372346
1549,0.129306
1550,0.559386
1551,0.316346
1552,0.101306
1553,0.316346
1554,0.316346
1555,0.858426
1556,0.830426
1557,0.587386
1558,0.101306
1559,0.559386
1560,0.073306
1561,0.101306
1562,0.101306
1563,0.372346
1564,0.559386
1565,0.587386
1566,0.344346
1567,0.344346
1568,0.316346
1569,0.344346
1570,0.073306
1571,0.559386
1572,0.344346
1573,0.615386
1574,0.316346
1575,0.372346
1576,0.344346
1577,0.830426
1578,0.400346
1579,0.316346
1580,0.372346
1581,0.344346
1582,0.073306
1583,0.615386
1584,0.400346
1585,0.344346
1586,0.073306
1587,0.587386
1588,0.400346
1589,0.559386
1590,0.615386
1591,0.316346
1592,0.316346
1593,0.101306
1594,0.344346
1595,0.372346
1596,0.316346
1597,0.372346
1598,0.344346
1599,0.185306
1600,0.101306
1601,0.559386
1602,0.101306
1603,0.428346
1604,0.830426
1605,0.344346
1606,0.157306
1607,0.129306
1608,0.559386
1609,0.129306
1610,0.101306
1611,0.559386
1612,0.615386
1613,0.400346
1614,0.344346
1615,0.129306
1616,0.101306
1617,0.559386
1618,0.073306
1619,1.045466
1620,0.101306
1621,0.830426
1622,0.316346
1623,0.344346
1624,0.615386
1625,0.372346
1626,0.372346
1627,0.316346
1628,0.344346
1629,0.101306
1630,0.372346
1631,0.129306
1632,0.830426
1633,0.101306
1634,0.344346
1635,0.344346
1636,0.615386
1637,0.101306
1638,0.400346
1639,0.372346
1640,0.830426
1641,0.802426
1642,0.129306
1643,0.587386
1644,0.129306
1645,0.129306
1646,1.045466
1647,0.428346
1648,0.587386
1649,0.372346
1650,0.372346
1651,0.073306
1652,0.316346
1653,0.802426
1654,1.288506
1655,0.073306
1656,0.559386
1657,0.587386
1658,0.615386
1659,0.587386
1660,0.344346
1661,0.587386
1662,0.316346
1663,0.344346
1664,0.372346
1665,0.101306
1666,0.372346
1667,0.129306
1668,0.428346
1669,0.587386
1670,0.344346
1671,0.316346
1672,0.344346
1673,0.587386
1674,0.344346
1675,0.129306
1676,0.316346
1677,0.073306
1678,0.587386
1679,0.587386
1680,0.316346
1681,0.587386
1682,0.587386
1683,0.615386
1684,0.344346
1685,0.129306
1686,0.344346
1687,0.587386
1688,0.316346
1689,0.559386
1690,0.101306
1691,0.587386
1692,0.344346
1693,0.372346
1694,0.073306
1695,0.129306
1696,0.101306
1697,0.372346
1698,0.802426
1699,0.587386
1700,0.344346
1701,0.400346
1702,0.129306
1703,0.101306
1704,0.559386
1705,0.129306
1706,0.587386
1707,0.372346
1708,0.344346
1709,0.344346
1710,0.157306
1711,0.316346
1712,0.316346
1713,0.372346
1714,0.344346
1715,0.129306
1716,1.101466
1717,0.073306
1718,0.344346
1719,0.129306
1720,0.316346
1721,0.372346
1722,0.101306
1723,0.372346
1724,0.858426
1725,0.559386
1726,0.344346
1727,0.316346
1728,0.073306
1729,0.830426
1730,0.129306
1731,0.858426
1732,0.372346
1733,0.559386
1734,0.858426
1735,0.129306
1736,0.372346
1737,0.129306
1738,0.344346
1739,0.157306
1740,0.344346
1741,0.559386
1742,0.643386
1743,0.559386
1744,0.344346
1745,0.587386
1746,0.073306
1747,0.587386
1748,0.344346
1749,0.615386
1750,0.344346
1751,0.157306
1752,0.157306
1753,0.372346
1754,0.101306
1755,0.559386
1756,0.316346
1757,0.316346
1758,0.400346
1759,0.400346
1760,0.372346
1761,0.101306
1762,0.615386
1763,0.587386
1764,0.587386
1765,0.073306
1766,0.400346
1767,0.587386
1768,0.316346
1769,0.372346
1770,0.587386
1771,0.316346
1772,0.587386
1773,0.344346
1774,0.316346
1775,0.587386
1776,0.129306
1777,0.344346
1778,0.830426
1779,0.129306
1780,0.316346
1781,0.129306
1782,0.073306
1783,0.400346
1784,0.344346
1785,0.073306
1786,0.587386
1787,0.559386
1788,0.830426
1789,0.587386
1790,0.344346
1791,0.344346
1792,0.830426
1793,0.615386
1794,0.129306
1795,0.615386
1796,0.559386
1797,0.802426
1798,0.344346
1799,0.344346
1800,0.316346
1801,0.344346
1802,0.101306
1803,0.559386
1804,0.400346
1805,0.316346
1806,0.400346
1807,0.802426
1808,0.372346
1809,0.802426
1810,0.615386
1811,0.587386
1812,0.587386
1813,0.344346
1814,0.157306
1815,0.344346
1816,0.400346
1817,0.129306
1818,0.587386
1819,0.559386
1820,0.587386
1821,0.372346
1822,0.344346
1823,0.372346
1824,0.615386
1825,0.587386
1826,0.129306
1827,0.559386
1828,0.428346
1829,0.101306
1830,0.344346
1831,0.073306
1832,0.157306
1833,0.344346
1834,0.802426
1835,0.073306
1836,0.559386
1837,0.344346
1838,0.129306
1839,0.129306
1840,0.643386
1841,0.344346
1842,0.587386
1843,0.858426
1844,0.316346
1845,0.372346
1846,0.587386
1847,0.559386
1848,1.045466
1849,0.316346
1850,0.587386
1851,0.129306
1852,0.344346
1853,0.344346
1854,0.344346
1855,0.101306
1856,0.802426
1857,0.129306
1858,0.615386
1859,0.559386
1860,0.101306
1861,0.559386
1862,0.344346
1863,0.073306
1864,0.344346
1865,0.858426
1866,0.316346
1867,0.129306
1868,0.344346
1869,1.073466
1870,0.559386
1871,0.316346
1872,0.101306
1873,0.316346
